contact_id,flow_group,question_key,llm_question_text,user_answer_raw,user_answer_mapped,user_answer_mapped_by_human,question_ts,answer_ts,response_latency_seconds
561357164,kab,behaviour-post-assessment-1,"Sorry, I didn't quite get that. Let me ask in a different way:
How many times have you been to the clinic for a pregnancy check-up during this pregnancy?
Options:
a. 0 - None
b. 1
c. 2
d. 3
e. 4
f. 5
g. 6
h. 7
i. More than 7
j. Skip",J,Skip,Skip,2025-10-15 6:19:08,2025-10-15 6:19:24,15
561357164,kab,behaviour-post-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",Yes,Yes,Yes,2025-10-15 6:19:25,2025-10-15 6:19:35,11
561357164,kab,behaviour-post-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,Yes,Yes,Yes,2025-10-15 6:19:36,2025-10-15 6:19:52,15
561357164,kab,behaviour-post-assessment-4,"Since joining MomConnect, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-10-15 6:19:53,2025-10-15 6:20:04,12
563272822,kab,behaviour-pre-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",3 times,3,1 to 4 check-ups,2025-09-18 11:50:34,2025-09-18 11:50:47,12
563272822,kab,behaviour-pre-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",No,No,No,2025-09-18 11:50:47,2025-09-18 11:51:02,14
563272822,kab,behaviour-pre-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,Yes,Yes,Yes,2025-09-18 11:51:02,2025-09-18 11:51:18,15
563272822,kab,behaviour-pre-assessment-4,"Since becoming pregnant, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-09-18 11:51:19,2025-09-18 11:51:31,13
563272822,kab,knowledge-pre-assessment-1,"When do you think a pregnant woman should get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",A,Before 14 weeks,Before 14 weeks,2025-09-18 11:51:45,2025-09-18 11:52:09,23
563272822,kab,knowledge-pre-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",B,Contractions stop,Tight painful tummy,2025-09-18 11:52:09,2025-09-18 11:52:23,14
563272822,kab,knowledge-pre-assessment-3,"How many pregnancy check-ups should you go to during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",C,1 to 4 check-ups,1 to 4 check-ups,2025-09-18 11:52:24,2025-09-18 11:52:35,12
563272822,kab,knowledge-pre-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",Yes,Yes,Yes,2025-09-18 11:52:36,2025-09-18 11:52:51,16
563272822,kab,knowledge-pre-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",C,Mom and baby,Mom and baby,2025-09-18 11:52:52,2025-09-18 11:53:14,22
563272822,kab,knowledge-pre-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-09-18 11:53:14,2025-09-18 11:53:22,8
563272822,kab,attitude-pre-assessment-1,"Pregnancy check-ups are important to ensure that you and your unborn baby are healthy. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",E,I strongly disagree 👎👎,I strongly disagree 👎👎,2025-09-18 11:53:35,2025-09-18 11:53:49,14
563272822,kab,attitude-pre-assessment-2,"Home birth is safer than giving birth in a hospital. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",D,I disagree 👎 👎,I disagree 👎 👎,2025-09-18 11:53:50,2025-09-18 11:54:06,16
563272822,kab,attitude-pre-assessment-3,"And it's important for you to get an HIV test when you are pregnant. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",E,I strongly disagree 👎👎,I strongly disagree 👎👎,2025-09-18 11:54:07,2025-09-18 11:54:20,14
564411809,kab,behaviour-pre-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",2,2,2,2025-09-09 9:49:05,2025-09-09 9:49:19,14
564411809,kab,behaviour-pre-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from a health worker? 🫃🏽",yes,Yes,Yes,2025-09-09 9:49:20,2025-09-09 9:49:37,17
564411809,kab,behaviour-pre-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,No,No,No,2025-09-09 9:49:38,2025-09-09 9:49:52,14
564411809,kab,behaviour-pre-assessment-4,"Since becoming pregnant, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-09-09 9:49:53,2025-09-09 9:50:19,26
564411809,kab,knowledge-pre-assessment-1,"When do you think a pregnant woman should get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",a,Before 14 weeks,Before 14 weeks,2025-09-09 9:50:45,2025-09-09 9:51:07,21
564411809,kab,knowledge-pre-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",b,Tight painful tummy,Tight painful tummy,2025-09-09 9:51:08,2025-09-09 9:51:29,22
564411809,kab,knowledge-pre-assessment-3,"And what about this one... How many pregnancy check-ups should you go to during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",C,1 to 4 check-ups,1 to 4 check-ups,2025-09-09 9:51:30,2025-09-09 9:51:55,24
564411809,kab,knowledge-pre-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",b,No,No,2025-09-09 9:51:55,2025-09-09 9:52:15,20
564411809,kab,knowledge-pre-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",c,Mom and baby,Mom and baby,2025-09-09 9:52:16,2025-09-09 9:52:51,36
564411809,kab,knowledge-pre-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",a,Yes,Yes,2025-09-09 9:52:52,2025-09-09 9:53:13,22
564411809,kab,attitude-pre-assessment-1,"Are you considering pregnancy check-ups as a good way to check that you and your unborn baby are healthy? 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",e,I strongly agree 👍👍,I strongly agree 👍👍,2025-09-09 9:53:45,2025-09-09 9:54:22,38
564411809,kab,attitude-pre-assessment-2,"Is home birth safer than giving birth in a hospital? 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",a,I strongly disagree 👎👎,I strongly disagree 👎👎,2025-09-09 9:54:23,2025-09-09 9:54:54,31
564411809,kab,attitude-pre-assessment-3,"Is it important for you to get an HIV test when you are pregnant? 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",e,I strongly agree 👍👍,I strongly agree 👍👍,2025-09-09 9:54:54,2025-09-09 9:55:17,23
564411809,kab,behaviour-post-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from a health worker? 🫃🏽",Yes,Yes,Yes,2025-10-11 6:12:59,2025-10-11 6:13:20,20
564411809,kab,behaviour-post-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,yes,Yes,Yes,2025-10-11 6:13:21,2025-10-11 6:13:45,24
564411809,kab,behaviour-post-assessment-4,"Since joining the MomConnect service, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-10-11 6:13:46,2025-10-11 6:13:55,9
564411809,kab,knowledge-post-assessment-1,"When do you think a pregnant woman should get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",a,Before 14 weeks,Before 14 weeks,2025-10-11 6:14:07,2025-10-11 6:14:27,20
564411809,kab,knowledge-post-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",A,Contractions stop,Contractions stop,2025-10-11 6:14:28,2025-10-11 6:14:47,19
564411809,kab,knowledge-post-assessment-3,"And what about this one... How many pregnancy check-ups should you go to during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",C,1 to 4 check-ups,1 to 4 check-ups,2025-10-11 6:14:48,2025-10-11 6:15:00,13
564411809,kab,knowledge-post-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-10-11 6:15:01,2025-10-11 6:15:12,10
564411809,kab,knowledge-post-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",C,Mom and baby,Mom and baby,2025-10-11 6:15:14,2025-10-11 6:15:26,12
564411809,kab,knowledge-post-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-10-11 6:15:27,2025-10-11 6:15:36,10
564411809,kab,attitude-post-assessment-1,"Are you considering pregnancy check-ups as a good way to check that you and your unborn baby are healthy? 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",E,I strongly disagree 👎👎,I strongly agree 👍👍,2025-10-11 6:15:48,2025-10-11 6:16:03,16
564411809,kab,attitude-post-assessment-2,"Is home birth safer than giving birth in a hospital? 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",B,I disagree 👎 👎,I disagree 👎 👎,2025-10-11 6:16:04,2025-10-11 6:16:18,14
564411809,kab,attitude-post-assessment-3,"Is it important for you to get an HIV test when you are pregnant? 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",E,I strongly disagree 👎👎,I strongly agree 👍👍,2025-10-11 6:16:19,2025-10-11 6:16:29,11
564411809,kab,behaviour-post-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",Skip,Skip,Skip,2025-10-11 7:13:35,2025-10-11 7:13:43,7
565039718,kab,knowledge-pre-assessment-3,"And what about this one, how many pregnancy check-ups should you go to during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",E,1 to 4 check-ups,I don't know,2025-09-05 15:57:52,2025-09-05 15:58:18,26
565039718,kab,knowledge-pre-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-09-05 15:58:19,2025-09-05 15:58:37,18
565039718,kab,knowledge-pre-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",C,Mom and baby,Mom and baby,2025-09-05 15:58:38,2025-09-05 15:59:01,24
565039718,kab,knowledge-pre-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-09-05 15:59:02,2025-09-05 15:59:16,14
565039718,kab,behaviour-pre-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",6,6,5 to 7 check-ups,2025-09-06 11:04:35,2025-09-06 11:04:54,19
565039718,kab,behaviour-pre-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",Yep,Yes,Yes,2025-09-06 11:04:55,2025-09-06 11:05:12,17
565039718,kab,behaviour-pre-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,Yep,Yes,Yes,2025-09-06 11:05:13,2025-09-06 11:05:26,13
565039718,kab,behaviour-pre-assessment-4,"Since becoming pregnant, have you drank any alcohol or smoked at all? 🫃🏽",Yep,Yes,Yes,2025-09-06 11:05:26,2025-09-06 11:05:41,14
565039718,kab,knowledge-pre-assessment-1,"When should a pregnant woman get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",A,Before 14 weeks,Before 14 weeks,2025-09-06 11:06:08,2025-09-06 11:06:23,16
565039718,kab,knowledge-pre-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",B,Contractions stop,Tight painful tummy,2025-09-06 11:06:24,2025-09-06 11:06:45,21
565556068,kab,behaviour-pre-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",Twice,2,1 to 4 check-ups,2025-09-09 8:01:14,2025-09-09 8:01:33,18
565556068,kab,behaviour-pre-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",Yes,Yes,Yes,2025-09-09 8:01:33,2025-09-09 8:01:48,14
565556068,kab,behaviour-pre-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,Yes,Yes,Yes,2025-09-09 8:01:49,2025-09-09 8:02:03,14
565556068,kab,behaviour-pre-assessment-4,"Since becoming pregnant, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-09-09 8:02:04,2025-09-09 8:02:17,13
565556068,kab,knowledge-pre-assessment-1,"When do you think a pregnant woman should get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",A,Before 14 weeks,Before 14 weeks,2025-09-09 8:02:48,2025-09-09 8:03:13,26
565556068,kab,knowledge-pre-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",B,Contractions stop,Tight painful tummy,2025-09-09 8:03:43,2025-09-09 8:03:59,17
565556068,kab,knowledge-pre-assessment-3,"And what about this one… How many pregnancy check-ups should you go to during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",C,1 to 4 check-ups,1 to 4 check-ups,2025-09-09 8:04:00,2025-09-09 8:04:27,27
565556068,kab,knowledge-pre-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",C,No,No,2025-09-09 8:04:28,2025-09-09 8:04:47,18
565556068,kab,behaviour-post-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",6 times,6,5 to 7 check-ups,2025-11-02 6:38:47,2025-11-02 6:39:03,15
565556068,kab,behaviour-post-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",No,No,No,2025-11-02 6:39:04,2025-11-02 6:39:17,12
565556068,kab,behaviour-post-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,No,No,No,2025-11-02 6:39:17,2025-11-02 6:39:34,16
565556068,kab,behaviour-post-assessment-4,"Since joining MomConnect, have you consumed any alcohol or smoked at all? 🫃🏽",No,No,No,2025-11-02 6:39:35,2025-11-02 6:39:44,10
565556068,kab,knowledge-post-assessment-1,"When do you think a pregnant woman should get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",A,Before 14 weeks,Before 14 weeks,2025-11-02 6:40:14,2025-11-02 6:40:33,19
565556068,kab,knowledge-post-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",B,Contractions stop,Tight painful tummy,2025-11-02 6:40:34,2025-11-02 6:41:10,37
565556068,kab,knowledge-post-assessment-3,"And what about this one… How many pregnancy check-ups should you go to during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",C,1 to 4 check-ups,8 or more check-ups,2025-11-02 6:41:11,2025-11-02 6:41:30,19
565556068,kab,knowledge-post-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",C,I don't know,I don't know,2025-11-02 6:41:30,2025-11-02 6:41:45,14
565556068,kab,knowledge-post-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",A,Pregnant woman only,Pregnant woman only,2025-11-02 6:41:45,2025-11-02 6:42:06,21
565556068,kab,knowledge-post-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-11-02 6:42:07,2025-11-02 6:42:29,22
565556068,kab,attitude-post-assessment-1,"Pregnancy check-ups are a good way to check that you and your unborn baby are healthy. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",E,I strongly disagree 👎👎, I strongly agree 👍👍,2025-11-02 6:43:26,2025-11-02 6:43:44,19
565556068,kab,attitude-post-assessment-2,"Home birth is safer than giving birth in a hospital. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",B,I disagree 👎 👎,I disagree 👎 👎,2025-11-02 6:43:45,2025-11-02 6:44:08,23
565556068,kab,attitude-post-assessment-3,"And... It's important for you to get an HIV test when you are pregnant. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",E,I strongly disagree 👎👎,I strongly agree 👍👍,2025-11-02 6:44:09,2025-11-02 6:44:23,13
565942328,kab,behaviour-pre-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",5,5,5 to 7 check-up,2025-09-08 19:11:55,2025-09-08 19:12:19,23
565942328,kab,behaviour-pre-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",No,No,No,2025-09-08 19:12:20,2025-09-08 19:12:52,32
565942328,kab,behaviour-pre-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,Yes,Yes,Yes,2025-09-08 19:12:53,2025-09-08 19:13:15,21
565942328,kab,behaviour-pre-assessment-4,"Since becoming pregnant, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-09-08 19:13:15,2025-09-08 19:13:31,16
565942328,kab,knowledge-pre-assessment-1,"When should a pregnant woman get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",A,Before 14 weeks,Before 14 weeks,2025-09-08 19:13:58,2025-09-08 19:14:22,24
565942328,kab,knowledge-pre-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",A,Contractions stop,Contractions stop,2025-09-08 19:14:23,2025-09-08 19:14:59,35
565942328,kab,knowledge-pre-assessment-3,"How many prenatal check-ups should you attend during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",C,1 to 4 check-ups, 8 or more check-ups,2025-09-08 19:15:00,2025-09-08 19:15:19,19
565942328,kab,knowledge-pre-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-09-08 19:15:20,2025-09-08 19:15:35,16
565942328,kab,knowledge-pre-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",C,Mom and baby,I don't know,2025-09-08 19:15:36,2025-09-08 19:15:54,17
565942328,kab,knowledge-pre-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-09-08 19:15:55,2025-09-08 19:16:07,12
565942328,kab,attitude-pre-assessment-1,"Fantastic! Remember, if you want to skip a question, just type and send `skip`. Let’s go! Do you agree with this statement? *Pregnancy check-ups are a good way to check that you and your unborn baby are healthy.* 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",Skip,Skip,Skip,2025-09-08 19:16:42,2025-09-08 19:17:04,22
565942328,kab,attitude-pre-assessment-2,"Home birth is safer than giving birth in a hospital. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",Skip,Skip,Skip,2025-09-08 19:17:05,2025-09-08 19:17:25,19
565942328,kab,attitude-pre-assessment-3,"And... It's important for you to get an HIV test when you are pregnant. 🫄🏽

a. I strongly disagree 👎👎
b. I disagree 👎
c. I'm not sure
d. I agree 👍
e. I strongly agree 👍👍",Skip,Skip,Skip,2025-09-08 19:17:26,2025-09-08 19:17:33,7
566612966,kab,behaviour-pre-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",1,1,1 to 4 check-ups,2025-09-11 9:13:54,2025-09-11 9:15:47,113
566612966,kab,behaviour-pre-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",No,No,No,2025-09-11 9:15:47,2025-09-11 9:16:32,44
566612966,kab,behaviour-pre-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,No,No,No,2025-09-11 9:16:33,2025-09-11 9:17:13,41
566612966,kab,behaviour-pre-assessment-4,"Since becoming pregnant, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-09-11 9:17:14,2025-09-11 9:17:42,29
567007154,kab,knowledge-post-assessment-1,"When do you think a pregnant woman should get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",A,Before 14 weeks,Before 14 weeks,2025-11-11 5:46:32,2025-11-11 5:46:40,9
567007154,kab,knowledge-post-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",D,Contractions stop, I don't know,2025-11-11 5:46:41,2025-11-11 5:47:16,36
567007154,kab,knowledge-post-assessment-3,"How many pregnancy check-ups should you attend during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",E,1 to 4 check-ups,1 to 4 check-ups,2025-11-11 5:47:17,2025-11-11 5:47:36,18
567007154,kab,knowledge-post-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-11-11 5:47:37,2025-11-11 5:47:57,20
567007154,kab,knowledge-post-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",C,I don't know,I don't know,2025-11-11 5:47:58,2025-11-11 5:48:23,25
567007154,kab,knowledge-post-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-11-11 5:48:23,2025-11-11 5:48:41,18
567007154,kab,behaviour-post-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",6,6,5 to 7 check-ups,2025-11-12 5:33:50,2025-11-12 5:34:11,21
567007154,kab,behaviour-post-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",No,No,No,2025-11-12 5:34:12,2025-11-12 5:34:27,15
567007154,kab,behaviour-post-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,Yes,Yes,Yes,2025-11-12 5:34:28,2025-11-12 5:34:44,17
567007154,kab,behaviour-post-assessment-4,"Since becoming pregnant, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-11-12 5:34:45,2025-11-12 5:34:55,10
567831506,kab,behaviour-pre-assessment-1,"So far in this pregnancy, how many times have you gone to the clinic for a pregnancy check-up? 🫃🏽",5 times,5,5 to 7 check-ups,2025-09-15 6:36:37,2025-09-15 6:37:19,43
567831506,kab,behaviour-pre-assessment-2,"In this pregnancy, have you made any changes to your diet based on information from the health worker? 🫃🏽",No,No,No,2025-09-15 6:37:20,2025-09-15 6:37:39,19
567831506,kab,behaviour-pre-assessment-3,Did you know that you should get a tetanus vaccine during your pregnancy? 💜,Yes,Yes,Yes,2025-09-15 6:37:40,2025-09-15 6:37:54,13
567831506,kab,behaviour-pre-assessment-4,"Since becoming pregnant, have you drunk any alcohol or smoked at all? 🫃🏽",No,No,No,2025-09-15 6:37:55,2025-09-15 6:38:05,10
567831506,kab,knowledge-pre-assessment-1,"When do you think a pregnant woman should get her first pregnancy check-up? 🤰🏽

a. Before 14 weeks
b. At about 16 weeks
c. At about 20 weeks
d. At about 24 weeks
e. At birth
f. I don't know",A,Before 14 weeks,Before 14 weeks,2025-09-15 6:38:26,2025-09-15 6:38:39,13
567831506,kab,knowledge-pre-assessment-2,"During your pregnancy, which of these means you need to go to the hospital immediately? 🤰🏽

a. You have contractions that stop when you move
b. Your tummy stays tight, hard and is very painful
c. Your lower back aches all day
d. I don't know",C,Contractions stop,I don't know,2025-09-15 6:38:39,2025-09-15 6:38:59,20
567831506,kab,knowledge-pre-assessment-3,"And what about this one... How many pregnancy check-ups should you go to during your pregnancy? 🤰🏽

a. 1 to 4 check-ups
b. 5 to 7 check-ups
c. 8 or more check-ups
d. 0 - None
e. I don't know",C,1 to 4 check-ups,8 or more check-ups,2025-09-15 6:39:00,2025-09-15 6:39:38,37
567831506,kab,knowledge-pre-assessment-4,"Should a baby be breastfed within the first hour of birth? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-09-15 6:39:39,2025-09-15 6:39:56,17
567831506,kab,knowledge-pre-assessment-5,"You should get the tetanus vaccine during your pregnancy. *Who does this vaccine protect?* 🤰🏽

a. Pregnant woman only
b. Baby only
c. Mom and baby
d. I don't know",C,Pregnant woman only,Mom and baby,2025-09-15 6:39:57,2025-09-15 6:40:16,20
567831506,kab,knowledge-pre-assessment-6,"Are iron and folic acid supplements good for you and your unborn baby? 🤰🏽

a. Yes
b. No
c. I don't know",A,Yes,Yes,2025-09-15 6:40:17,2025-09-15 6:40:31,14
